qqgroup_id
107889007
138873777
148402003
158281807
172914146
173040551
178253222
18788211
193749647
209923574
212352751
236207977
241403293
243911490
253201784
256548244
259682208
292489383
298461410
302421791
311215639
316648960
321681183
321681183
345699879
348923360
367530299
368790664
368853578
375587656
376259875
376679666
386299459
434455676
436384600
451723829
472549327
481556940
497051910
518149064
522428864
524507765
528809118
546212318
546922295
567985803
574662892
576456757
58767995
620180414
642819780
83815083
